timestamp,value1,value2,value3
1746751876.313,-2.912,4.152,-1.550
1746751876.314,-2.913,4.151,-1.550
1746751876.316,-2.914,4.151,-1.551
1746751876.317,-2.916,4.150,-1.551
1746751876.318,-2.917,4.149,-1.552
1746751876.320,-2.918,4.148,-1.552
1746751876.321,-2.919,4.148,-1.553
1746751876.322,-2.921,4.147,-1.553
1746751876.324,-2.922,4.146,-1.554
1746751876.325,-2.923,4.145,-1.554
1746751876.326,-2.925,4.145,-1.555
1746751876.328,-2.926,4.144,-1.555
1746751876.329,-2.927,4.143,-1.556
1746751876.330,-2.928,4.142,-1.556
1746751876.332,-2.930,4.142,-1.557
1746751876.333,-2.931,4.141,-1.557
1746751876.334,-2.932,4.140,-1.558
1746751876.336,-2.934,4.139,-1.558
1746751876.337,-2.935,4.139,-1.559
1746751876.338,-2.936,4.138,-1.559
1746751876.340,-2.937,4.137,-1.560
1746751876.341,-2.939,4.136,-1.560
1746751876.342,-2.940,4.136,-1.561
1746751876.344,-2.941,4.135,-1.561
1746751876.345,-2.943,4.134,-1.562
1746751876.346,-2.944,4.133,-1.562
1746751876.348,-2.945,4.133,-1.563
1746751876.349,-2.946,4.132,-1.563
1746751876.350,-2.948,4.131,-1.564
1746751876.352,-2.949,4.130,-1.564
1746751876.354,-2.952,4.129,-1.565
1746751876.356,-2.953,4.128,-1.566
1746751876.357,-2.954,4.127,-1.566
1746751876.359,-2.955,4.127,-1.567
1746751876.360,-2.957,4.126,-1.567
1746751876.362,-2.959,4.125,-1.568
1746751876.363,-2.960,4.124,-1.568
1746751876.365,-2.961,4.123,-1.569
1746751876.366,-2.963,4.122,-1.570
1746751876.367,-2.964,4.122,-1.570
1746751876.369,-2.965,4.121,-1.571
1746751876.371,-2.968,4.119,-1.572
1746751876.373,-2.969,4.118,-1.572
1746751876.374,-2.970,4.118,-1.573
1746751876.376,-2.972,4.117,-1.573
1746751876.377,-2.973,4.116,-1.574
1746751876.378,-2.974,4.115,-1.574
1746751876.380,-2.976,4.115,-1.575
1746751876.381,-2.977,4.114,-1.575
1746751876.382,-2.978,4.113,-1.576
1746751876.384,-2.980,4.112,-1.576
1746751876.385,-2.981,4.111,-1.577
1746751876.387,-2.982,4.111,-1.577
1746751876.388,-2.984,4.110,-1.578
1746751876.389,-2.985,4.109,-1.578
1746751876.391,-2.986,4.108,-1.579
1746751876.392,-2.988,4.107,-1.579
1746751876.394,-2.989,4.107,-1.580
1746751876.395,-2.990,4.106,-1.580
1746751876.396,-2.992,4.105,-1.581
1746751876.398,-2.993,4.104,-1.581
1746751876.399,-2.994,4.103,-1.582
1746751876.401,-2.996,4.103,-1.582
1746751876.402,-2.997,4.102,-1.583
1746751876.404,-2.999,4.101,-1.583
1746751876.405,-3.000,4.100,-1.584
1746751876.406,-3.001,4.099,-1.584
1746751876.408,-3.003,4.098,-1.585
1746751876.409,-3.004,4.098,-1.586
1746751876.411,-3.006,4.096,-1.586
1746751876.413,-3.008,4.095,-1.587
1746751876.415,-3.009,4.094,-1.588
1746751876.417,-3.011,4.094,-1.588
1746751876.418,-3.012,4.093,-1.589
1746751876.419,-3.013,4.092,-1.589
1746751876.421,-3.015,4.091,-1.590
1746751876.422,-3.016,4.090,-1.590
1746751876.423,-3.017,4.090,-1.591
1746751876.425,-3.019,4.089,-1.591
1746751876.426,-3.020,4.088,-1.592
1746751876.427,-3.021,4.087,-1.592
1746751876.429,-3.022,4.086,-1.593
1746751876.430,-3.024,4.086,-1.593
1746751876.431,-3.025,4.085,-1.594
1746751876.433,-3.026,4.084,-1.594
1746751876.434,-3.028,4.083,-1.595
1746751876.435,-3.029,4.083,-1.595
1746751876.437,-3.030,4.082,-1.595
1746751876.438,-3.031,4.081,-1.596
1746751876.439,-3.033,4.080,-1.596
1746751876.441,-3.034,4.080,-1.597
1746751876.444,-3.037,4.078,-1.598
1746751876.445,-3.038,4.077,-1.598
1746751876.446,-3.039,4.076,-1.599
1746751876.448,-3.041,4.076,-1.599
1746751876.449,-3.042,4.075,-1.600
1746751876.451,-3.043,4.074,-1.600
1746751876.452,-3.044,4.073,-1.601
1746751876.453,-3.046,4.072,-1.601
1746751876.455,-3.047,4.072,-1.602
1746751876.456,-3.048,4.071,-1.602
1746751876.457,-3.050,4.070,-1.603
1746751876.459,-3.051,4.069,-1.603
1746751876.460,-3.052,4.068,-1.604
1746751876.461,-3.054,4.068,-1.604
1746751876.463,-3.055,4.067,-1.605
1746751876.465,-3.057,4.066,-1.605
1746751876.466,-3.058,4.065,-1.606
1746751876.467,-3.059,4.064,-1.606
1746751876.469,-3.060,4.063,-1.607
1746751876.470,-3.062,4.063,-1.607
1746751876.472,-3.063,4.062,-1.608
1746751876.473,-3.065,4.061,-1.608
1746751876.474,-3.066,4.060,-1.609
1746751876.476,-3.067,4.059,-1.610
1746751876.477,-3.069,4.058,-1.610
1746751876.479,-3.070,4.057,-1.611
1746751876.480,-3.071,4.057,-1.611
1746751876.482,-3.073,4.056,-1.612
1746751876.483,-3.074,4.055,-1.612
1746751876.484,-3.075,4.054,-1.613
1746751876.486,-3.077,4.053,-1.613
1746751876.487,-3.078,4.052,-1.614
1746751876.489,-3.080,4.052,-1.614
1746751876.490,-3.081,4.051,-1.615
1746751876.492,-3.082,4.050,-1.615
1746751876.493,-3.084,4.049,-1.616
1746751876.495,-3.085,4.048,-1.616
1746751876.496,-3.086,4.047,-1.617
1746751876.497,-3.088,4.047,-1.617
1746751876.499,-3.089,4.046,-1.618
1746751876.500,-3.091,4.045,-1.618
1746751876.502,-3.092,4.044,-1.619
1746751876.503,-3.093,4.043,-1.619
1746751876.505,-3.095,4.042,-1.620
1746751876.506,-3.096,4.041,-1.620
1746751876.507,-3.097,4.041,-1.621
1746751876.509,-3.099,4.040,-1.621
1746751876.510,-3.100,4.039,-1.622
1746751876.512,-3.102,4.038,-1.622
1746751876.514,-3.103,4.037,-1.623
1746751876.517,-3.106,4.035,-1.624
1746751876.518,-3.108,4.034,-1.625
1746751876.520,-3.109,4.033,-1.625
1746751876.521,-3.111,4.032,-1.626
1746751876.523,-3.112,4.031,-1.626
1746751876.525,-3.114,4.030,-1.627
1746751876.527,-3.116,4.029,-1.627
1746751876.528,-3.117,4.029,-1.628
1746751876.529,-3.118,4.028,-1.628
1746751876.531,-3.120,4.027,-1.629
1746751876.533,-3.121,4.026,-1.630
1746751876.534,-3.123,4.025,-1.630
1746751876.536,-3.125,4.024,-1.631
1746751876.538,-3.126,4.023,-1.631
1746751876.539,-3.128,4.022,-1.632
1746751876.541,-3.129,4.021,-1.632
1746751876.543,-3.131,4.020,-1.633
1746751876.545,-3.133,4.019,-1.634
1746751876.547,-3.135,4.017,-1.634
1746751876.548,-3.136,4.017,-1.635
1746751876.550,-3.138,4.016,-1.635
1746751876.551,-3.139,4.015,-1.636
1746751876.553,-3.141,4.014,-1.637
1746751876.556,-3.143,4.012,-1.637
1746751876.560,-3.148,4.009,-1.639
1746751876.562,-3.149,4.008,-1.640
1746751876.563,-3.151,4.007,-1.640
1746751876.565,-3.152,4.006,-1.641
1746751876.567,-3.154,4.005,-1.641
1746751876.568,-3.155,4.005,-1.642
1746751876.570,-3.157,4.004,-1.642
1746751876.571,-3.158,4.003,-1.643
1746751876.573,-3.160,4.002,-1.643
1746751876.575,-3.161,4.001,-1.644
1746751876.576,-3.163,4.000,-1.645
1746751876.578,-3.165,3.999,-1.645
1746751876.581,-3.167,3.997,-1.646
1746751876.583,-3.169,3.996,-1.647
1746751876.584,-3.170,3.995,-1.647
1746751876.586,-3.172,3.994,-1.648
1746751876.587,-3.173,3.993,-1.648
1746751876.589,-3.175,3.992,-1.649
1746751876.591,-3.176,3.991,-1.649
1746751876.592,-3.178,3.990,-1.650
1746751876.594,-3.180,3.989,-1.651
1746751876.597,-3.183,3.987,-1.652
1746751876.599,-3.184,3.986,-1.652
1746751876.601,-3.186,3.985,-1.653
1746751876.602,-3.187,3.984,-1.653
1746751876.604,-3.189,3.983,-1.654
1746751876.608,-3.193,3.980,-1.655
1746751876.610,-3.195,3.979,-1.656
1746751876.612,-3.197,3.978,-1.657
1746751876.614,-3.198,3.977,-1.657
1746751876.615,-3.200,3.976,-1.658
1746751876.617,-3.201,3.975,-1.658
1746751876.619,-3.203,3.974,-1.659
1746751876.620,-3.205,3.973,-1.659
1746751876.622,-3.206,3.972,-1.660
1746751876.624,-3.208,3.971,-1.661
1746751876.625,-3.209,3.970,-1.661
1746751876.627,-3.211,3.969,-1.662
1746751876.629,-3.213,3.968,-1.662
1746751876.631,-3.214,3.967,-1.663
1746751876.632,-3.216,3.966,-1.663
1746751876.634,-3.217,3.965,-1.664
1746751876.636,-3.219,3.964,-1.665
1746751876.637,-3.221,3.963,-1.665
1746751876.639,-3.222,3.962,-1.666
1746751876.641,-3.224,3.961,-1.666
1746751876.642,-3.225,3.960,-1.667
1746751876.644,-3.227,3.959,-1.667
1746751876.646,-3.228,3.958,-1.668
1746751876.647,-3.230,3.957,-1.668
1746751876.649,-3.231,3.956,-1.669
1746751876.650,-3.233,3.955,-1.669
1746751876.652,-3.234,3.954,-1.670
1746751876.654,-3.236,3.953,-1.671
1746751876.655,-3.238,3.952,-1.671
1746751876.657,-3.239,3.951,-1.672
1746751876.659,-3.241,3.950,-1.672
1746751876.660,-3.242,3.949,-1.673
1746751876.662,-3.244,3.948,-1.673
1746751876.664,-3.245,3.947,-1.674
1746751876.666,-3.247,3.945,-1.674
1746751876.669,-3.251,3.943,-1.676
1746751876.671,-3.253,3.942,-1.676
1746751876.673,-3.254,3.941,-1.677
1746751876.675,-3.256,3.940,-1.677
1746751876.676,-3.257,3.939,-1.678
1746751876.678,-3.259,3.938,-1.678
1746751876.679,-3.260,3.937,-1.679
1746751876.681,-3.262,3.936,-1.679
1746751876.683,-3.263,3.935,-1.680
1746751876.684,-3.265,3.934,-1.681
1746751876.686,-3.266,3.933,-1.681
1746751876.687,-3.268,3.932,-1.682
1746751876.689,-3.269,3.931,-1.682
1746751876.690,-3.271,3.930,-1.683
1746751876.692,-3.273,3.929,-1.683
1746751876.697,-3.277,3.926,-1.685
1746751876.699,-3.279,3.925,-1.685
1746751876.700,-3.280,3.924,-1.686
1746751876.702,-3.282,3.923,-1.686
1746751876.704,-3.283,3.922,-1.687
1746751876.706,-3.285,3.921,-1.688
1746751876.708,-3.287,3.919,-1.688
1746751876.710,-3.289,3.918,-1.689
1746751876.711,-3.291,3.917,-1.689
1746751876.713,-3.292,3.916,-1.690
1746751876.715,-3.294,3.915,-1.690
1746751876.716,-3.295,3.914,-1.691
1746751876.718,-3.297,3.913,-1.691
1746751876.720,-3.298,3.912,-1.692
1746751876.721,-3.300,3.911,-1.692
1746751876.723,-3.301,3.910,-1.693
1746751876.724,-3.303,3.909,-1.693
1746751876.726,-3.304,3.908,-1.694
1746751876.728,-3.306,3.907,-1.695
1746751876.729,-3.308,3.906,-1.695
1746751876.731,-3.309,3.905,-1.696
1746751876.733,-3.311,3.904,-1.696
1746751876.734,-3.312,3.903,-1.697
1746751876.736,-3.314,3.902,-1.697
1746751876.737,-3.315,3.901,-1.698
1746751876.741,-3.319,3.899,-1.699
1746751876.743,-3.320,3.897,-1.699
1746751876.745,-3.322,3.896,-1.700
1746751876.746,-3.324,3.895,-1.700
1746751876.748,-3.325,3.894,-1.701
1746751876.750,-3.327,3.893,-1.701
1746751876.751,-3.328,3.892,-1.702
1746751876.753,-3.330,3.891,-1.703
1746751876.755,-3.332,3.890,-1.703
1746751876.757,-3.334,3.889,-1.704
1746751876.759,-3.335,3.888,-1.704
1746751876.761,-3.337,3.886,-1.705
1746751876.762,-3.339,3.885,-1.705
1746751876.766,-3.342,3.883,-1.707
1746751876.767,-3.343,3.882,-1.707
1746751876.769,-3.345,3.881,-1.708
1746751876.771,-3.346,3.880,-1.708
1746751876.772,-3.348,3.879,-1.709
1746751876.774,-3.349,3.878,-1.709
1746751876.776,-3.351,3.877,-1.710
1746751876.778,-3.353,3.876,-1.710
1746751876.780,-3.355,3.874,-1.711
1746751876.782,-3.357,3.873,-1.711
1746751876.783,-3.359,3.872,-1.712
1746751876.785,-3.360,3.871,-1.713
1746751876.790,-3.365,3.868,-1.714
1746751876.792,-3.366,3.867,-1.715
1746751876.793,-3.368,3.866,-1.715
1746751876.795,-3.369,3.865,-1.716
1746751876.797,-3.371,3.864,-1.716
1746751876.798,-3.373,3.863,-1.717
1746751876.800,-3.374,3.862,-1.717
1746751876.802,-3.376,3.861,-1.718
1746751876.805,-3.379,3.858,-1.719
1746751876.807,-3.380,3.857,-1.719
1746751876.808,-3.382,3.856,-1.720
1746751876.810,-3.383,3.855,-1.720
1746751876.811,-3.385,3.854,-1.721
1746751876.813,-3.386,3.853,-1.721
1746751876.815,-3.388,3.852,-1.722
1746751876.816,-3.390,3.851,-1.722
1746751876.818,-3.391,3.850,-1.723
1746751876.820,-3.393,3.849,-1.723
1746751876.823,-3.395,3.847,-1.724
1746751876.825,-3.397,3.846,-1.725
1746751876.827,-3.399,3.845,-1.725
1746751876.829,-3.401,3.843,-1.726
1746751876.830,-3.403,3.842,-1.726
1746751876.832,-3.404,3.841,-1.727
1746751876.834,-3.406,3.840,-1.728
1746751876.836,-3.408,3.839,-1.728
1746751876.837,-3.409,3.838,-1.729
1746751876.839,-3.411,3.836,-1.729
1746751876.841,-3.413,3.835,-1.730
1746751876.843,-3.415,3.834,-1.730
1746751876.845,-3.416,3.833,-1.731
1746751876.846,-3.418,3.832,-1.731
1746751876.848,-3.419,3.831,-1.732
1746751876.850,-3.421,3.830,-1.732
1746751876.851,-3.422,3.829,-1.733
1746751876.853,-3.424,3.828,-1.733
1746751876.855,-3.425,3.827,-1.734
1746751876.856,-3.427,3.826,-1.734
1746751876.858,-3.429,3.824,-1.735
1746751876.860,-3.431,3.823,-1.735
1746751876.862,-3.432,3.822,-1.736
1746751876.863,-3.434,3.821,-1.736
1746751876.865,-3.435,3.820,-1.737
1746751876.867,-3.437,3.819,-1.737
1746751876.868,-3.438,3.818,-1.738
1746751876.869,-3.439,3.817,-1.738
1746751876.871,-3.441,3.816,-1.739
1746751876.872,-3.442,3.815,-1.739
1746751876.874,-3.444,3.814,-1.740
1746751876.875,-3.445,3.813,-1.740
1746751876.878,-3.448,3.811,-1.741
1746751876.880,-3.449,3.810,-1.741
1746751876.881,-3.451,3.809,-1.742
1746751876.883,-3.452,3.808,-1.742
1746751876.885,-3.454,3.807,-1.743
1746751876.886,-3.455,3.806,-1.743
1746751876.887,-3.456,3.805,-1.743
1746751876.889,-3.458,3.804,-1.744
1746751876.890,-3.459,3.804,-1.744
1746751876.892,-3.460,3.803,-1.745
1746751876.893,-3.462,3.802,-1.745
1746751876.895,-3.463,3.801,-1.746
1746751876.896,-3.464,3.800,-1.746
1746751876.897,-3.466,3.799,-1.746
1746751876.899,-3.467,3.798,-1.747
1746751876.900,-3.468,3.797,-1.747
1746751876.902,-3.470,3.796,-1.748
1746751876.903,-3.471,3.795,-1.748
1746751876.904,-3.472,3.794,-1.748
1746751876.906,-3.474,3.793,-1.749
1746751876.907,-3.475,3.793,-1.749
1746751876.909,-3.476,3.792,-1.750
1746751876.910,-3.478,3.791,-1.750
1746751876.911,-3.479,3.790,-1.750
1746751876.913,-3.480,3.789,-1.751
1746751876.915,-3.482,3.787,-1.752
1746751876.917,-3.484,3.786,-1.752
1746751876.918,-3.485,3.785,-1.752
1746751876.920,-3.487,3.784,-1.753
1746751876.922,-3.489,3.783,-1.754
1746751876.924,-3.490,3.782,-1.754
1746751876.925,-3.492,3.781,-1.754
1746751876.927,-3.493,3.780,-1.755
1746751876.928,-3.495,3.779,-1.755
1746751876.930,-3.496,3.778,-1.756
1746751876.932,-3.498,3.777,-1.756
1746751876.933,-3.499,3.776,-1.757
1746751876.935,-3.501,3.774,-1.757
1746751876.937,-3.503,3.773,-1.758
1746751876.939,-3.504,3.772,-1.758
1746751876.940,-3.506,3.771,-1.759
1746751876.942,-3.507,3.770,-1.759
1746751876.944,-3.509,3.769,-1.760
1746751876.946,-3.511,3.767,-1.760
1746751876.948,-3.513,3.766,-1.761
1746751876.950,-3.515,3.765,-1.761
1746751876.951,-3.516,3.764,-1.762
1746751876.953,-3.518,3.762,-1.762
1746751876.955,-3.519,3.761,-1.763
1746751876.957,-3.521,3.760,-1.763
1746751876.960,-3.524,3.758,-1.764
1746751876.962,-3.526,3.756,-1.765
1746751876.964,-3.528,3.755,-1.766
1746751876.966,-3.530,3.754,-1.766
1746751876.967,-3.531,3.753,-1.766
1746751876.969,-3.533,3.752,-1.767
1746751876.971,-3.534,3.751,-1.767
1746751876.973,-3.536,3.750,-1.768
1746751876.974,-3.538,3.748,-1.768
1746751876.976,-3.540,3.747,-1.769
1746751876.978,-3.542,3.746,-1.770
1746751876.980,-3.543,3.745,-1.770
1746751876.982,-3.545,3.743,-1.771
1746751876.984,-3.547,3.742,-1.771
1746751876.986,-3.548,3.741,-1.772
1746751876.987,-3.550,3.740,-1.772
1746751876.989,-3.552,3.738,-1.773
1746751876.991,-3.553,3.737,-1.773
1746751876.993,-3.555,3.736,-1.774
1746751876.995,-3.557,3.735,-1.774
1746751876.998,-3.559,3.733,-1.775
1746751877.002,-3.564,3.730,-1.776
1746751877.004,-3.566,3.729,-1.777
1746751877.006,-3.567,3.727,-1.777
1746751877.008,-3.569,3.726,-1.778
1746751877.009,-3.570,3.725,-1.778
1746751877.011,-3.572,3.724,-1.779
1746751877.012,-3.573,3.723,-1.779
1746751877.014,-3.575,3.722,-1.779
1746751877.016,-3.576,3.721,-1.780
1746751877.017,-3.578,3.720,-1.780
1746751877.019,-3.580,3.718,-1.781
1746751877.021,-3.581,3.717,-1.781
1746751877.023,-3.583,3.716,-1.782
1746751877.031,-3.591,3.711,-1.784
1746751877.033,-3.592,3.709,-1.785
1746751877.036,-3.595,3.708,-1.785
1746751877.037,-3.597,3.706,-1.786
1746751877.039,-3.598,3.705,-1.786
1746751877.041,-3.600,3.704,-1.787
1746751877.043,-3.602,3.703,-1.787
1746751877.044,-3.603,3.702,-1.788
1746751877.046,-3.605,3.701,-1.788
1746751877.048,-3.606,3.699,-1.789
1746751877.050,-3.608,3.698,-1.789
1746751877.052,-3.610,3.696,-1.790
1746751877.054,-3.612,3.695,-1.790
1746751877.056,-3.614,3.694,-1.791
1746751877.058,-3.616,3.693,-1.791
1746751877.059,-3.617,3.692,-1.792
1746751877.064,-3.622,3.688,-1.793
1746751877.066,-3.623,3.687,-1.793
1746751877.067,-3.625,3.686,-1.794
1746751877.069,-3.626,3.685,-1.794
1746751877.070,-3.627,3.684,-1.795
1746751877.072,-3.629,3.683,-1.795
1746751877.073,-3.630,3.682,-1.795
1746751877.075,-3.632,3.681,-1.796
1746751877.076,-3.633,3.680,-1.796
1746751877.078,-3.635,3.679,-1.797
1746751877.080,-3.636,3.678,-1.797
1746751877.082,-3.638,3.677,-1.798
1746751877.083,-3.640,3.675,-1.798
1746751877.085,-3.641,3.674,-1.798
1746751877.086,-3.642,3.673,-1.799
1746751877.088,-3.644,3.672,-1.799
1746751877.089,-3.645,3.671,-1.800
1746751877.091,-3.646,3.670,-1.800
1746751877.092,-3.648,3.669,-1.800
1746751877.094,-3.649,3.668,-1.801
1746751877.095,-3.651,3.667,-1.801
1746751877.097,-3.652,3.666,-1.802
1746751877.098,-3.653,3.665,-1.802
1746751877.100,-3.655,3.664,-1.802
1746751877.102,-3.657,3.663,-1.803
1746751877.104,-3.658,3.662,-1.803
1746751877.105,-3.660,3.661,-1.804
1746751877.106,-3.661,3.660,-1.804
1746751877.108,-3.662,3.659,-1.804
1746751877.109,-3.664,3.658,-1.805
1746751877.111,-3.665,3.657,-1.805
1746751877.112,-3.666,3.656,-1.806
1746751877.114,-3.668,3.655,-1.806
1746751877.115,-3.669,3.654,-1.806
1746751877.117,-3.670,3.653,-1.807
1746751877.118,-3.672,3.652,-1.807
1746751877.119,-3.673,3.651,-1.807
1746751877.121,-3.674,3.650,-1.808
1746751877.122,-3.676,3.649,-1.808
1746751877.124,-3.677,3.648,-1.809
1746751877.125,-3.679,3.647,-1.809
1746751877.127,-3.680,3.646,-1.809
1746751877.128,-3.681,3.645,-1.810
1746751877.130,-3.683,3.644,-1.810
1746751877.131,-3.684,3.643,-1.810
1746751877.133,-3.685,3.642,-1.811
1746751877.134,-3.687,3.641,-1.811
1746751877.136,-3.688,3.640,-1.812
1746751877.137,-3.689,3.639,-1.812
1746751877.139,-3.691,3.638,-1.812
1746751877.141,-3.693,3.636,-1.813
1746751877.143,-3.695,3.635,-1.813
1746751877.144,-3.696,3.634,-1.814
1746751877.146,-3.698,3.633,-1.814
1746751877.147,-3.699,3.632,-1.814
1746751877.149,-3.700,3.631,-1.815
1746751877.150,-3.702,3.630,-1.815
1746751877.152,-3.703,3.629,-1.816
1746751877.153,-3.705,3.628,-1.816
1746751877.155,-3.706,3.627,-1.816
1746751877.156,-3.707,3.626,-1.817
1746751877.158,-3.709,3.624,-1.817
1746751877.159,-3.710,3.623,-1.818
1746751877.161,-3.712,3.622,-1.818
1746751877.162,-3.713,3.621,-1.818
1746751877.164,-3.714,3.620,-1.819
1746751877.165,-3.716,3.619,-1.819
1746751877.167,-3.717,3.618,-1.819
1746751877.169,-3.719,3.617,-1.820
1746751877.170,-3.720,3.616,-1.820
1746751877.172,-3.722,3.615,-1.821
1746751877.173,-3.723,3.614,-1.821
1746751877.175,-3.725,3.613,-1.821
1746751877.176,-3.726,3.612,-1.822
1746751877.178,-3.727,3.611,-1.822
1746751877.179,-3.729,3.610,-1.823
1746751877.181,-3.730,3.609,-1.823
1746751877.183,-3.732,3.607,-1.823
1746751877.185,-3.734,3.606,-1.824
1746751877.186,-3.735,3.605,-1.824
1746751877.188,-3.737,3.604,-1.825
1746751877.190,-3.738,3.603,-1.825
1746751877.191,-3.740,3.601,-1.825
1746751877.193,-3.741,3.600,-1.826
1746751877.194,-3.743,3.599,-1.826
1746751877.198,-3.746,3.597,-1.827
1746751877.200,-3.748,3.595,-1.828
1746751877.201,-3.749,3.594,-1.828
1746751877.203,-3.751,3.593,-1.828
1746751877.205,-3.752,3.592,-1.829
1746751877.206,-3.754,3.591,-1.829
1746751877.208,-3.755,3.590,-1.829
1746751877.209,-3.756,3.589,-1.830
1746751877.211,-3.758,3.588,-1.830
1746751877.212,-3.759,3.587,-1.831
1746751877.214,-3.761,3.586,-1.831
1746751877.216,-3.762,3.584,-1.831
1746751877.217,-3.764,3.583,-1.832
1746751877.219,-3.765,3.582,-1.832
1746751877.220,-3.767,3.581,-1.833
1746751877.224,-3.770,3.579,-1.833
1746751877.225,-3.771,3.578,-1.834
1746751877.227,-3.773,3.576,-1.834
1746751877.229,-3.775,3.575,-1.835
1746751877.231,-3.776,3.574,-1.835
1746751877.232,-3.778,3.573,-1.835
1746751877.234,-3.779,3.572,-1.836
1746751877.236,-3.781,3.570,-1.836
1746751877.237,-3.782,3.569,-1.837
1746751877.239,-3.784,3.568,-1.837
1746751877.241,-3.786,3.567,-1.837
1746751877.242,-3.787,3.566,-1.838
1746751877.244,-3.789,3.565,-1.838
1746751877.246,-3.790,3.563,-1.839
1746751877.247,-3.792,3.562,-1.839
